id_survey,date_of_survey,ticket_system,customer_service,value_for_money,overall_text,cleaned_text,sentiment,likelihood_to_recommend,nps_category,ease_of_use,overall_rating,csat_category
T_02750,2024-12-02,Freshdesk,2.0,3.0,"Offer a service of first attention to my clients, giving my company the ability to serve them all as if they were unique, giving a plus of development and growth to my business.",offer a service of first attention tapi my clients giving my company the ability tapi serve them all as if they were unique giving a plus of development and growth tapi my business,Netral,7.0,Passive,5.0,4.0,Satisfied
T_04175,2024-12-21,Zoho Desk,3.0,4.0,This platform has tons of interesting features that are so much easy to use firstly customer satisfaction that it provides is the best thing in it. I have positive experience with this Zoho desk. I love it.,this platform has tons of interesting features that are sok much easy tapi use firstly customer satisfaction that itu provides is the best thing ini itu i have positive experience with this zoho desk i love itu,Positif,8.0,Passive,4.0,4.0,Satisfied
T_02948,2024-12-04,Jira Service Management,3.0,5.0,"Overall amazing experience, once you set it up and is customized to your use case it is going to perform greatly",overall amazing experience once you set itu up and is customized tapi your use case itu is going tapi perform greatly,Positif,8.0,Passive,3.0,5.0,Satisfied
T_00585,2024-10-15,Jira Service Management,4.0,4.0,Good! It's a clear and helpful way to track work and keep things organized. Way better than trying to deal with support requests through email,good itu sih a clear and helpful way tapi track work and keep things organized way better tahan trying tapi deal with support requests through email,Positif,6.0,Detractor,3.0,4.0,Satisfied
T_04779,2024-12-29,Zendesk,2.0,5.0,We really love the reporting capabilities of ease of use in Zendesk. It's great to use!,we really love the reporting capabilities of ease of use ini zendesk itu sih great tapi use,Positif,7.0,Passive,5.0,5.0,Satisfied
T_01894,2024-11-15,Zendesk,4.0,5.0,Helps everyone focus on the work instead of the work order creation process or any other oddities in the work flow that is created by alternative ticketing softwares.,helps everyone focus on the work instead of the work order creation process orang any other oddities ini the work flow that is created by alternative ticketing softwares,Netral,7.0,Passive,5.0,5.0,Satisfied
T_01865,2024-11-15,Zoho Desk,3.0,4.0,"Zoho Desk is a top-tier platform for developing individualized customer service offerings. It's a separate platform connected to the company that has all the greatest capabilities for prioritizing requests, managing the requests, and closing more and more requests. I've been using Zoho Desk for quite some time now, and it's been invaluable for streamlining my operations and those of my customer service staff.",zoho desk is a top tier platform for developing individualized customer service offerings itu sih a separate platform connected tapi the company that has all the greatest capabilities for prioritizing requests managing the requests and closing more and more requests i ve been using zoho desk for quite some time now and itu sih been invaluable for streamlining my operations and those of my customer service staff,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_03548,2024-12-12,Zendesk,3.0,5.0,"Supervisors in our organization value Zendesk's reporting and analytics capabilities, which allow them to evaluate team performance and the quality of customer service. They can also use call recordings and analytics to improve agent training.IT administrators appreciate Zendesk's scalability and integration capabilities, allowing them to customize the platform to their business needs. They also value the security and access management of the platform. Customers and end users can experience an improvement in the quality of customer service when interacting with companies that use Zendesk. They can receive faster and more accurate answers to their questions.",supervisors ini our organization value zendesk sih reporting and analytics capabilities which allow them tapi evaluate team performance and the quality of customer service they can also use call recordings and analytics tapi improve agent training itu administrators appreciate zendesk sih scalability and integration capabilities allowing them tapi customize the platform tapi their business needs they also value the security and access management of the platform customers and end users can experience an improvement ini the quality of customer service when interacting with companies that use zendesk they can receive faster and more accurate answers tapi their questions,Netral,10.0,Promoter,5.0,5.0,Satisfied
T_03544,2024-12-12,Freshdesk,4.0,3.0,Overall i can give an good rating and its worth for money and ease and automation in ticket routing is satisfactory,overall i can give an good rating and its worth for money and ease and automation ini ticket routing is satisfactory,Positif,8.0,Passive,5.0,5.0,Satisfied
T_02184,2024-11-21,Freshdesk,4.0,3.0,Pros:Freshdesk provides an unrivalled ability to stay on top of client support and issue management. This tool is so far the best in class at supporting our needs in supporting our client base.,pros freshdesk provides an unrivalled ability tapi stay on top of client support and issue management this tool is sok far the best ini class at supporting our needs ini supporting our client base,Positif,7.0,Passive,5.0,5.0,Satisfied
T_00472,2024-10-12,Zendesk,5.0,5.0,"Pros:We use this product every day as our ticketing system at work. We are able to give employees their own login, they can work on their own projects, etc. One of the most underrated parts of this software is the capability to use triggers and filters. Makes work much easier!",pros we use this product every day as our ticketing system at work we are able tapi give employees their own login they can work on their own projects etc one of the most underrated parts of this software is the capability tapi use triggers and filters makes work much easier,Netral,8.0,Passive,5.0,5.0,Satisfied
T_03532,2024-12-12,Freshdesk,4.0,5.0,Very good experience. Helpful software for us. We'll keep using it.,very good experience helpful software for us we ll keep using itu,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_04023,2024-12-19,Zoho Desk,3.0,5.0,"Pros:Modern and easy to use interface, can be administered and customized without any specific knowledgeHas all the basic functions support software should haveNice workflow/escalation rules to automate support proceduresGood intergation capabilities (phone calls, chats, Zoho CRM)",pros modern and easy tapi use interface can be administered and customized without any specific knowledgehas all the basic functions support software should havenice workflow escalation rules tapi automate support proceduresgood intergation capabilities phone calls chats zoho crm,Positif,5.0,Detractor,4.0,4.0,Satisfied
T_04697,2024-12-28,Freshdesk,5.0,5.0,Overall awesome! Super happy we chose Freshworks. I have no regrets and no other software I'd like to use. Everything works in our daily tasks and flows smoothly.,overall awesome super happy we chose freshworks i have no regrets and no other software i di like tapi use everything works ini our daily tasks and flows smoothly,Positif,7.0,Passive,5.0,5.0,Satisfied
T_04178,2024-12-21,Zoho Desk,4.0,5.0,"My experience with Zoho Desk has been one of the best. He offers me a complete communication and interaction service, without too many mysteries. It's nice and easy to use.",my experience with zoho desk has been one of the best he offers me a complete communication and interaction service without too many mysteries itu sih nice and easy tapi use,Positif,9.0,Promoter,5.0,5.0,Satisfied
